"TID" "item"
9 "TERM_leave"
9 "TERM_light"
9 "TERM_love"
9 "TERM_money"
9 "PROFANE_nigga"
9 "RACIST_niggas"
9 "PROFANE_pussy"
9 "TERM_rich"
9 "TERM_run"
9 "TERM_running"
9 "PROFANE_shit"
9 "TERM_straight"
9 "TERM_talk"
9 "TERM_talking"
9 "TERM_things"
9 "TERM_touch"
9 "TERM_tryna"
9 "TERM_wrong"
9 "TERM_young"
10 "TERM_day"
10 "TERM_end"
10 "TERM_feel"
10 "TERM_feeling"
10 "PROFANE_fucking"
10 "TERM_gang"
10 "TERM_lot"
10 "TERM_love"
10 "TERM_play"
10 "TERM_talking"
10 "TERM_thing"
10 "TERM_tryna"
11 "PROFANE_ass"
11 "PROFANE_bitch"
11 "TERM_call"
11 "TERM_diamonds"
11 "TERM_face"
11 "PROFANE_fuck"
11 "TERM_gon"
11 "TERM_hard"
11 "TERM_live"
11 "TERM_long"
11 "TERM_love"
11 "PROFANE_nigga"
11 "TERM_put"
11 "TERM_rich"
11 "TERM_stay"
11 "TERM_young"
12 "TERM_change"
12 "PROFANE_damn"
12 "TERM_fall"
12 "TERM_friends"
12 "TERM_gotta"
12 "TERM_hard"
12 "TERM_hate"
12 "TERM_leave"
12 "TERM_love"
12 "TERM_run"
12 "TERM_stay"
12 "TERM_thing"
12 "TERM_work"
13 "TERM_didn"
13 "TERM_hard"
13 "TERM_hope"
13 "TERM_lie"
13 "TERM_love"
13 "TERM_mmm"
13 "TERM_notil"
13 "TERM_stay"
13 "TERM_thinking"
13 "TERM_thought"
14 "TERM_didn"
14 "TERM_doe"
14 "PROFANE_fuck"
14 "TERM_hard"
14 "TERM_home"
14 "TERM_left"
14 "TERM_long"
14 "TERM_made"
14 "TERM_night"
14 "TERM_people"
14 "PROFANE_shit"
14 "TERM_world"
15 "TERM_call"
15 "TERM_cold"
15 "TERM_days"
15 "TERM_eyes"
15 "TERM_hands"
15 "TERM_heart"
15 "TERM_lie"
15 "TERM_life"
15 "TERM_love"
15 "TERM_night"
15 "TERM_put"
15 "TERM_stay"
15 "TERM_thing"
15 "TERM_turn"
16 "TERM_change"
16 "TERM_face"
16 "PROFANE_fucking"
16 "TERM_long"
16 "TERM_rain"
16 "TERM_told"
16 "TERM_work"
16 "TERM_wrong"
17 "TERM_baby"
17 "TERM_call"
17 "PROFANE_damn"
17 "TERM_day"
17 "PROFANE_die"
17 "TERM_end"
17 "TERM_face"
17 "TERM_give"
17 "PROFANE_god"
17 "TERM_hope"
17 "TERM_hundred"
17 "TERM_life"
17 "TERM_love"
17 "TERM_made"
17 "TERM_man"
17 "TERM_mmm"
17 "TERM_notil"
17 "TERM_running"
17 "TERM_told"
17 "TERM_tonight"
18 "PROFANE_ass"
18 "PROFANE_bitch"
18 "PROFANE_bitches"
18 "TERM_body"
18 "TERM_bring"
18 "TERM_call"
18 "TERM_care"
18 "TERM_close"
18 "TERM_days"
18 "TERM_doe"
18 "TERM_drip"
18 "TERM_face"
18 "TERM_friends"
18 "PROFANE_fuck"
18 "PROFANE_fucking"
18 "TERM_gang"
18 "TERM_gon"
18 "TERM_hate"
18 "TERM_head"
18 "TERM_hit"
18 "TERM_leave"
18 "TERM_live"
18 "TERM_mmm"
18 "TERM_money"
18 "PROFANE_nigga"
18 "TERM_people"
18 "PROFANE_pussy"
18 "TERM_put"
18 "PROFANE_shit"
18 "TERM_talk"
18 "TERM_told"
18 "TERM_tryna"
18 "TERM_young"
19 "TERM_baby"
19 "TERM_bag"
19 "TERM_big"
19 "PROFANE_bitch"
19 "TERM_bout"
19 "TERM_boy"
19 "TERM_care"
19 "TERM_cry"
19 "TERM_dance"
19 "TERM_drop"
19 "TERM_face"
19 "PROFANE_fuck"
19 "PROFANE_fucking"
19 "TERM_gon"
19 "TERM_home"
19 "TERM_hot"
19 "TERM_huh"
19 "TERM_hundred"
19 "TERM_leave"
19 "TERM_light"
19 "PROFANE_mad"
19 "TERM_made"
19 "TERM_money"
19 "PROFANE_nigga"
19 "RACIST_niggas"
19 "TERM_play"
19 "TERM_pop"
19 "TERM_ride"
19 "PROFANE_shit"
19 "TERM_stay"
19 "TERM_talk"
19 "TERM_talking"
19 "TERM_thought"
20 "TERM_ama"
20 "TERM_big"
20 "PROFANE_bitch"
20 "TERM_break"
20 "TERM_change"
20 "TERM_dance"
20 "TERM_day"
20 "TERM_drip"
20 "PROFANE_fuck"
20 "TERM_gang"
20 "TERM_give"
20 "PROFANE_god"
20 "TERM_gon"
20 "TERM_hey"
20 "TERM_hit"
20 "PROFANE_mad"
20 "TERM_money"
20 "TERM_nah"
20 "PROFANE_nigga"
20 "RACIST_niggas"
20 "TERM_things"
20 "TERM_watch"
20 "TERM_wrong"
21 "TERM_ama"
21 "TERM_bad"
21 "TERM_bag"
21 "PROFANE_bitch"
21 "TERM_bout"
21 "PROFANE_fuck"
21 "TERM_gang"
21 "TERM_girl"
21 "TERM_hit"
21 "PROFANE_hoes"
21 "TERM_hold"
21 "TERM_home"
21 "TERM_life"
21 "TERM_love"
21 "TERM_man"
21 "TERM_money"
21 "PROFANE_nigga"
21 "RACIST_niggas"
21 "TERM_pop"
21 "TERM_pull"
21 "TERM_run"
21 "PROFANE_shit"
21 "TERM_talking"
22 "TERM_ama"
22 "TERM_baby"
22 "TERM_bag"
22 "PROFANE_bitch"
22 "PROFANE_bitches"
22 "TERM_bout"
22 "TERM_boy"
22 "TERM_coming"
22 "PROFANE_die"
22 "TERM_drip"
22 "TERM_drop"
22 "PROFANE_fuck"
22 "TERM_gang"
22 "TERM_gon"
22 "TERM_hear"
22 "TERM_hit"
22 "TERM_hot"
22 "TERM_lot"
22 "TERM_love"
22 "TERM_mmm"
22 "TERM_money"
22 "PROFANE_nigga"
22 "RACIST_niggas"
22 "TERM_pull"
22 "TERM_put"
22 "TERM_rain"
22 "TERM_run"
22 "TERM_running"
22 "PROFANE_shit"
22 "TERM_side"
22 "TERM_straight"
22 "TERM_told"
22 "TERM_top"
23 "PROFANE_bitch"
23 "PROFANE_fuck"
23 "PROFANE_fucking"
23 "TERM_hate"
23 "TERM_hit"
23 "TERM_hot"
23 "TERM_love"
23 "TERM_money"
23 "PROFANE_nigga"
23 "RACIST_niggas"
23 "TERM_pull"
23 "TERM_real"
23 "TERM_rich"
23 "TERM_run"
23 "PROFANE_shit"
23 "TERM_stop"
23 "TERM_talking"
23 "TERM_tryna"
23 "TERM_wait"
24 "TERM_ama"
24 "PROFANE_ass"
24 "TERM_baby"
24 "TERM_bag"
24 "PROFANE_bitch"
24 "PROFANE_bitches"
24 "TERM_bout"
24 "TERM_boy"
24 "TERM_coming"
24 "PROFANE_fuck"
24 "PROFANE_fucking"
24 "TERM_girl"
24 "TERM_give"
24 "PROFANE_god"
24 "TERM_head"
24 "TERM_hit"
24 "TERM_home"
24 "TERM_hot"
24 "TERM_ice"
24 "TERM_life"
24 "TERM_man"
24 "TERM_mmm"
24 "TERM_money"
24 "PROFANE_nigga"
24 "TERM_pop"
24 "TERM_pull"
24 "TERM_stop"
24 "TERM_talking"
24 "TERM_thought"
24 "TERM_tonight"
25 "TERM_ama"
25 "TERM_big"
25 "PROFANE_bitch"
25 "PROFANE_bitches"
25 "TERM_call"
25 "TERM_dance"
25 "TERM_diamonds"
25 "TERM_didn"
25 "TERM_face"
25 "TERM_feel"
25 "PROFANE_fuck"
25 "TERM_gang"
25 "TERM_hands"
25 "TERM_lil"
25 "TERM_money"
25 "TERM_move"
25 "TERM_nah"
25 "PROFANE_nigga"
25 "TERM_notil"
25 "TERM_rich"
25 "PROFANE_shit"
25 "TERM_stay"
25 "TERM_talking"
25 "TERM_walk"
25 "TERM_woo"
26 "TERM_baby"
26 "PROFANE_bitch"
26 "PROFANE_bitches"
26 "TERM_boy"
26 "TERM_dance"
26 "PROFANE_die"
26 "TERM_drip"
26 "PROFANE_fuck"
26 "PROFANE_fucking"
26 "TERM_gang"
26 "TERM_give"
26 "TERM_gon"
26 "TERM_high"
26 "TERM_hit"
26 "TERM_hold"
26 "TERM_lil"
26 "TERM_love"
26 "TERM_man"
26 "TERM_money"
26 "PROFANE_nigga"
26 "RACIST_niggas"
26 "TERM_pull"
26 "TERM_put"
26 "TERM_ride"
26 "TERM_run"
26 "PROFANE_shit"
26 "TERM_woo"
26 "TERM_young"
27 "TERM_ama"
27 "PROFANE_bitch"
27 "PROFANE_bitches"
27 "TERM_body"
27 "TERM_fall"
27 "PROFANE_fucking"
27 "TERM_gang"
27 "TERM_gon"
27 "PROFANE_hoes"
27 "TERM_hold"
27 "TERM_leave"
27 "TERM_left"
27 "TERM_lil"
27 "TERM_love"
27 "PROFANE_nigga"
27 "RACIST_niggas"
27 "TERM_pull"
27 "TERM_real"
27 "TERM_running"
27 "PROFANE_shit"
27 "TERM_straight"
27 "TERM_turn"
28 "TERM_big"
28 "PROFANE_bitch"
28 "TERM_body"
28 "TERM_call"
28 "TERM_days"
28 "TERM_drip"
28 "TERM_drop"
28 "TERM_hit"
28 "TERM_hot"
28 "TERM_left"
28 "TERM_lil"
28 "TERM_love"
28 "TERM_made"
28 "TERM_miss"
28 "TERM_money"
28 "TERM_nah"
28 "PROFANE_pussy"
28 "PROFANE_shit"
28 "TERM_stop"
28 "TERM_thought"
28 "TERM_top"
28 "TERM_watch"
29 "PROFANE_ass"
29 "TERM_baby"
29 "TERM_bag"
29 "PROFANE_bitch"
29 "PROFANE_bitches"
29 "TERM_bout"
29 "TERM_call"
29 "TERM_face"
29 "TERM_friends"
29 "PROFANE_fuck"
29 "TERM_give"
29 "TERM_gon"
29 "TERM_high"
29 "TERM_hold"
29 "TERM_home"
29 "TERM_hundred"
29 "TERM_left"
29 "TERM_life"
29 "TERM_light"
29 "TERM_lot"
29 "TERM_man"
29 "TERM_money"
29 "TERM_nah"
29 "PROFANE_nigga"
29 "RACIST_niggas"
29 "PROFANE_pussy"
29 "TERM_put"
29 "TERM_real"
29 "TERM_stop"
29 "TERM_talking"
29 "TERM_told"
29 "TERM_tryna"
29 "TERM_wait"
29 "TERM_watch"
30 "PROFANE_ass"
30 "PROFANE_babe"
30 "TERM_baby"
30 "PROFANE_die"
30 "TERM_girl"
30 "PROFANE_god"
30 "TERM_gotta"
30 "TERM_guess"
30 "TERM_heart"
30 "TERM_high"
30 "TERM_hit"
30 "TERM_inside"
30 "TERM_life"
30 "TERM_light"
30 "TERM_lil"
30 "TERM_love"
30 "TERM_mind"
30 "TERM_mine"
30 "TERM_mmm"
30 "PROFANE_nigga"
30 "TERM_notil"
30 "TERM_pain"
30 "PROFANE_shit"
30 "TERM_side"
30 "TERM_tryna"
30 "TERM_turn"
30 "TERM_world"
31 "TERM_ama"
31 "TERM_baby"
31 "TERM_bad"
31 "PROFANE_bitch"
31 "TERM_boy"
31 "TERM_break"
31 "TERM_call"
31 "TERM_care"
31 "TERM_feel"
31 "TERM_friends"
31 "PROFANE_fuck"
31 "PROFANE_fucking"
31 "TERM_give"
31 "TERM_head"
31 "TERM_hope"
31 "TERM_huh"
31 "TERM_life"
31 "TERM_long"
31 "TERM_money"
31 "PROFANE_nigga"
31 "RACIST_niggas"
31 "TERM_play"
31 "TERM_real"
31 "TERM_rich"
31 "TERM_ride"
31 "PROFANE_shit"
31 "TERM_show"
31 "TERM_side"
31 "TERM_sweet"
31 "TERM_thinking"
31 "TERM_told"
31 "TERM_tryna"
31 "TERM_world"
32 "TERM_bag"
32 "TERM_bout"
32 "TERM_feel"
32 "TERM_friends"
32 "TERM_girl"
32 "PROFANE_girls"
32 "TERM_good"
32 "TERM_hard"
32 "TERM_hit"
32 "TERM_life"
32 "TERM_lot"
32 "TERM_love"
32 "TERM_made"
32 "TERM_money"
32 "PROFANE_nigga"
32 "TERM_rich"
32 "PROFANE_shit"
32 "TERM_stay"
32 "TERM_talking"
32 "TERM_wrong"
33 "TERM_ama"
33 "PROFANE_bitch"
33 "TERM_drop"
33 "TERM_eyes"
33 "TERM_feel"
33 "TERM_feeling"
33 "PROFANE_fuck"
33 "TERM_gave"
33 "TERM_gon"
33 "TERM_head"
33 "TERM_hope"
33 "TERM_hundred"
33 "TERM_lil"
33 "PROFANE_mad"
33 "TERM_made"
33 "PROFANE_nigga"
33 "RACIST_niggas"
33 "TERM_pain"
33 "TERM_put"
33 "TERM_run"
33 "TERM_running"
33 "PROFANE_shit"
33 "TERM_talk"
33 "TERM_touch"
34 "PROFANE_ass"
34 "TERM_bad"
34 "PROFANE_bitch"
34 "PROFANE_damn"
34 "TERM_diamonds"
34 "TERM_feeling"
34 "PROFANE_fucking"
34 "TERM_gang"
34 "TERM_gon"
34 "TERM_good"
34 "TERM_gotta"
34 "TERM_head"
34 "TERM_hey"
34 "TERM_hit"
34 "TERM_hold"
34 "TERM_huh"
34 "TERM_hundred"
34 "TERM_left"
34 "TERM_life"
34 "TERM_light"
34 "TERM_man"
34 "PROFANE_nigga"
34 "RACIST_niggas"
34 "TERM_pull"
34 "PROFANE_pussy"
34 "TERM_put"
34 "TERM_ride"
34 "TERM_run"
34 "TERM_running"
34 "PROFANE_shit"
34 "TERM_skrrt"
34 "TERM_told"
34 "TERM_touch"
34 "TERM_wait"
34 "TERM_watch"
34 "TERM_woo"
35 "TERM_ama"
35 "TERM_big"
35 "PROFANE_bitch"
35 "PROFANE_bitches"
35 "TERM_body"
35 "TERM_cold"
35 "TERM_days"
35 "TERM_diamonds"
35 "TERM_fall"
35 "TERM_feel"
35 "PROFANE_fuck"
35 "PROFANE_fucking"
35 "TERM_give"
35 "PROFANE_god"
35 "TERM_gon"
35 "TERM_hot"
35 "TERM_inside"
35 "TERM_leave"
35 "TERM_left"
35 "TERM_life"
35 "TERM_live"
35 "TERM_long"
35 "TERM_love"
35 "TERM_man"
35 "TERM_mind"
35 "PROFANE_nigga"
35 "RACIST_niggas"
35 "TERM_pull"
35 "TERM_run"
35 "PROFANE_shit"
35 "TERM_talking"
35 "TERM_thought"
35 "TERM_turn"
35 "TERM_waiting"
36 "PROFANE_babe"
36 "TERM_bad"
36 "TERM_cold"
36 "TERM_doe"
36 "TERM_guess"
36 "TERM_hard"
36 "TERM_knew"
36 "TERM_run"
36 "PROFANE_shit"
36 "TERM_things"
36 "TERM_thinking"
36 "TERM_work"
37 "TERM_dark"
37 "TERM_diamonds"
37 "TERM_eyes"
37 "TERM_fall"
37 "TERM_feel"
37 "TERM_give"
37 "TERM_leave"
37 "TERM_light"
37 "TERM_live"
37 "TERM_love"
37 "TERM_night"
37 "TERM_running"
37 "TERM_side"
37 "TERM_wait"
37 "TERM_world"
37 "TERM_young"
38 "TERM_break"
38 "TERM_cry"
38 "TERM_diamonds"
38 "TERM_end"
38 "TERM_feel"
38 "PROFANE_fire"
38 "TERM_give"
38 "TERM_heart"
38 "TERM_long"
38 "TERM_love"
38 "TERM_made"
38 "TERM_mind"
38 "TERM_straight"
38 "TERM_sweet"
38 "TERM_walk"
38 "TERM_wrong"
39 "PROFANE_bitch"
39 "TERM_bout"
39 "TERM_cry"
39 "TERM_eyes"
39 "PROFANE_fire"
39 "TERM_girl"
39 "TERM_talk"
39 "TERM_world"
40 "TERM_baby"
40 "TERM_cold"
40 "TERM_falling"
40 "TERM_feel"
40 "TERM_find"
40 "TERM_hope"
40 "TERM_leave"
40 "TERM_man"
40 "TERM_night"
40 "TERM_show"
40 "TERM_stop"
41 "TERM_didn"
41 "TERM_eyes"
41 "TERM_feeling"
41 "TERM_high"
41 "TERM_night"
41 "TERM_show"
41 "TERM_turn"
42 "TERM_close"
42 "TERM_cry"
42 "TERM_dance"
42 "TERM_falling"
42 "TERM_feel"
42 "PROFANE_fire"
42 "TERM_good"
42 "TERM_hear"
42 "TERM_heart"
42 "TERM_inside"
42 "TERM_knew"
42 "TERM_leave"
42 "TERM_move"
42 "TERM_play"
42 "TERM_pull"
43 "TERM_coming"
43 "TERM_hope"
43 "TERM_love"
43 "TERM_miss"
43 "TERM_thing"
43 "TERM_told"
43 "TERM_wrong"
44 "TERM_baby"
44 "TERM_bad"
44 "PROFANE_bitches"
44 "TERM_boy"
44 "TERM_day"
44 "PROFANE_fire"
44 "PROFANE_girls"
44 "TERM_things"
45 "TERM_baby"
45 "TERM_day"
45 "TERM_days"
45 "TERM_friends"
45 "TERM_guess"
45 "TERM_hit"
45 "TERM_light"
45 "TERM_love"
45 "TERM_ride"
45 "TERM_top"
45 "TERM_young"
46 "TERM_crazy"
46 "TERM_didn"
46 "TERM_friends"
46 "TERM_girl"
46 "TERM_good"
46 "TERM_hard"
46 "TERM_long"
46 "TERM_lot"
46 "TERM_night"
46 "TERM_put"
46 "TERM_thought"
46 "TERM_told"
46 "TERM_work"
47 "PROFANE_ass"
47 "TERM_baby"
47 "TERM_bad"
47 "TERM_bag"
47 "TERM_big"
47 "TERM_diamonds"
47 "TERM_friends"
47 "TERM_gon"
47 "TERM_mind"
47 "TERM_money"
47 "TERM_nah"
47 "TERM_put"
47 "TERM_ring"
47 "PROFANE_shit"
47 "TERM_stop"
47 "TERM_things"
47 "TERM_thought"
47 "TERM_turn"
47 "TERM_wrong"
48 "TERM_ama"
48 "TERM_baby"
48 "TERM_bad"
48 "TERM_bout"
48 "TERM_boy"
48 "TERM_call"
48 "TERM_feel"
48 "TERM_find"
48 "TERM_gotta"
48 "TERM_huh"
48 "TERM_mmm"
48 "TERM_pain"
48 "TERM_real"
48 "TERM_running"
48 "TERM_tryna"
49 "TERM_care"
49 "TERM_face"
49 "TERM_inside"
49 "TERM_life"
49 "TERM_light"
49 "TERM_love"
49 "TERM_notil"
49 "TERM_play"
49 "TERM_show"
49 "TERM_thought"
50 "TERM_baby"
50 "TERM_bad"
50 "TERM_boy"
50 "TERM_day"
50 "TERM_feeling"
50 "TERM_find"
50 "TERM_gon"
50 "TERM_good"
50 "TERM_gotta"
50 "TERM_leave"
50 "TERM_love"
50 "TERM_mind"
50 "TERM_mine"
50 "TERM_mmm"
50 "TERM_nah"
50 "TERM_put"
50 "PROFANE_shit"
50 "TERM_show"
50 "TERM_talking"
50 "TERM_thinking"
50 "TERM_tryna"
50 "TERM_woo"
51 "TERM_baby"
51 "TERM_bad"
51 "TERM_crazy"
51 "PROFANE_damn"
51 "TERM_feel"
51 "PROFANE_fuck"
51 "TERM_give"
51 "TERM_gotta"
51 "TERM_hard"
51 "TERM_high"
51 "TERM_lose"
51 "TERM_love"
51 "TERM_mind"
51 "TERM_mine"
51 "TERM_miss"
51 "TERM_mmm"
51 "TERM_touch"
51 "TERM_waiting"
52 "TERM_days"
52 "TERM_face"
52 "TERM_falling"
52 "TERM_feel"
52 "TERM_find"
52 "TERM_gotta"
52 "TERM_hard"
52 "TERM_mmm"
52 "TERM_people"
52 "TERM_running"
52 "PROFANE_shit"
52 "TERM_things"
53 "TERM_baby"
53 "TERM_boy"
53 "TERM_call"
53 "TERM_change"
53 "TERM_fall"
53 "PROFANE_god"
53 "TERM_good"
53 "TERM_head"
53 "TERM_high"
53 "TERM_mmm"
53 "TERM_people"
53 "TERM_show"
54 "TERM_alright"
54 "TERM_baby"
54 "TERM_crazy"
54 "TERM_doe"
54 "TERM_feeling"
54 "PROFANE_fuck"
54 "TERM_gon"
54 "TERM_gotta"
54 "TERM_hard"
54 "TERM_hear"
54 "TERM_leave"
54 "TERM_lie"
54 "TERM_life"
54 "TERM_love"
54 "PROFANE_mad"
54 "TERM_night"
54 "TERM_things"
54 "TERM_walk"
54 "TERM_woo"
55 "TERM_baby"
55 "TERM_cry"
55 "TERM_doe"
55 "TERM_girl"
55 "TERM_good"
55 "TERM_head"
55 "TERM_hear"
55 "TERM_heart"
55 "TERM_hold"
55 "TERM_leave"
55 "TERM_living"
55 "TERM_lot"
55 "TERM_love"
55 "TERM_night"
55 "TERM_rain"
56 "TERM_baby"
56 "TERM_boy"
56 "TERM_doe"
56 "TERM_feel"
56 "TERM_feeling"
56 "PROFANE_god"
56 "TERM_hands"
56 "TERM_love"
56 "TERM_mind"
56 "TERM_move"
56 "TERM_things"
56 "TERM_told"
56 "TERM_touch"
57 "TERM_baby"
57 "TERM_drip"
57 "TERM_face"
57 "TERM_feel"
57 "TERM_gon"
57 "TERM_good"
57 "TERM_knew"
57 "TERM_love"
57 "TERM_night"
57 "TERM_notil"
57 "PROFANE_shit"
57 "TERM_skrrt"
57 "TERM_thought"
57 "TERM_world"
58 "TERM_boy"
58 "TERM_coming"
58 "PROFANE_damn"
58 "TERM_falling"
58 "TERM_good"
58 "TERM_guess"
58 "TERM_head"
58 "TERM_heart"
58 "TERM_hold"
58 "TERM_knew"
58 "TERM_leave"
58 "TERM_long"
58 "TERM_love"
58 "TERM_made"
58 "TERM_running"
58 "PROFANE_shit"
58 "TERM_skrrt"
58 "TERM_thing"
58 "TERM_thought"
58 "TERM_work"
59 "PROFANE_babe"
59 "TERM_baby"
59 "TERM_day"
59 "TERM_friends"
59 "PROFANE_fucking"
59 "TERM_gon"
59 "TERM_good"
59 "TERM_gotta"
59 "TERM_head"
