artist_id,artist_name,selected_genre
23TFHmajVfBtlRx5MXqgoz,Sfera Ebbasta,pop
0wi4yTYlGtEnbGo4ltZTib,Shakin' Stevens,rock
0EmeFodog0BfCgMzAIvKQp,Shakira,pop
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,pop
2RDOrhPqAM4jzTRCEb19qX,Sheck Wes,trap
5j21TGkrNEAJe3gG9VlS34,Shindy,hip hop
5WUlDfRSoLAfcVSX1WnrxN,Sia,pop
4Yttlv9ndGjCDCVLqM7ACq,Sido,hip hop
1IueXOQyABrMOprrzwQJWN,Sigala,dance
2X97ZAqRKRMYFIDqtvGgGc,Silk City,dance
2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God,hip hop
05fG473iIaoy82BF1aGhL8,Slipknot,heavy metal
21dooacK2WGBB5amYvKyfM,Smokepurpp,hip hop
5UjifI1TYefXWn9GdqDOHl,Social House,rap
0haZhu4fFKt0Ag94kZDiz2,Sofia Reyes,pop
2auiVi8sUZo17dLy1HwrTU,Solange,pop
27hSR8e34ZM5vj5fUFixyb,Stan Kenton,big band
77AiFEVeAVj2ORpC85QVJs,Steve Aoki,dance
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,quiet storm
2SrSdSvpminqmStGELCSNd,Stormzy,grime
3drqpTL4sQOckmAfF9i1wg,Summer Cem,hip hop
57LYzLEk2LcFghVwuWbcuS,Summer Walker,r&b
5BHFSMEjfLVx1JwRWjAOsE,SuperM,kpop
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,rap
7vXDAI8JwjW531ouMGbfcp,TINI,pop
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,kpop
0PFtn5NtBbbUNbU9EAmIWF,TOTO,rock
7n2Ycct7Beij7Dj7meI4X0,TWICE,kpop
0GM7qgcRCORpGnfcN2tCiB,Tainy,reggaeton
3EW0kQ1skZiK1NHg3Spt9J,Takeoff,hip hop
5INjqkS1o8h1imAzPqGZBb,Tame Impala,psych
06HL4z0CvFAxyc27GXpf02,Taylor Swift,pop
6AUl0ykLLpvTktob97x9hO,Tee Grizzley,hip hop
23wEWD21D4TPYiJugoXmYb,Thalia,pop
3mIj9lX2MWuHmhNCA7LSCW,The 1975,rock
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,pop
4fpTMHe34LC5t3h5ztK8qu,The Carters,dance
69GGBxA162lTqCwzJG5jLp,The Chainsmokers,dance
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,rock
2iE18Oxc8YSumAU232n4rW,The Jackson 5,motown
0C0XlULifJtAgn6ZNCW2eu,The Killers,rock
2wzMOQwNT6ZvVB4amvhFAH,The Pogues,punk
5NGO30tJxFlKixkPSgXcFE,The Police,rock
7CyeXFnOrfC1N6z4naIpgo,The Ronettes,motown
7ciBW1p3KBsYIkFk4UmwS8,The Rudeboyz,reggaeton
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,pop
6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,country
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,dance
7z2avKuuiMAT4XZJFv8Rvh,Tom Walker,indie
2NjfBq1NflQcKSeiDooVjY,Tones And I,pop
2lolQgalUvZDfp5vvVtTYV,Tony Bennett,easy listening
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,rap
3FUY2gzHeIiaesXtOAdB7A,Train,pop
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,rap
7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,rap
6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,rap
5bzWtCkjIAMgN93gLt56SO,Tropkillaz,pop
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,pop
3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,rock
7xX15v6ahAkcT14kHfB9wB,True Damage,krap
7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,hip hop
5LHRHt1k9lMyONurDHEdrp,Tyga,rap
4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",hip hop
5pVRwX5ZQR7hfJ18w8ZYkl,Ufo361,hip hop
3hN3iJMbbBmqBSAMx5veDa,Ultimo,pop
4VuARVJiWGsH2msKTdsKdQ,Veysel,hip hop
68kEuyFKyqrdQQLLsmiatm,Vince Staples,hip hop
5YCc6xS5Gpj3EkaYGdjyNK,WOS,indie
5lpH0xAS4fVfLkACg9DAuM,Wham!,pop
2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,pop
3E6xrwgnVfYCrCs0ePERDz,Wisin,reggaeton
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,reggaeton
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,rap
2OnKRchqP7tT0FzTvWIFI7,Wolfine,reggaeton
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,hip hop
6USMTwO0MNDnKte5a5h0xx,Y2K,rap
3gGUMEwIX6XodWsYEvKSal,YBN Nahmir,rap
0A0FS04o6zMoto8OKPsDwY,YG,rap
1cNDP5yjU5vjeR8qMf4grg,YNW Melly,rap
6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,rock
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,reggaeton
5vBSrE1xujD2FXYRarbAXc,Years & Years,pop
50co4Is1HCEo8bhOyUWKpn,Young Thug,rap
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,rap
5ZsFI1h6hIdQRw2ti0hz81,ZAYN,pop
6U1dBXJhC8gXFjamvFTmHg,Zac Efron,pop
3qBKjEOanahMxlRojwCzhI,Zacari,gqom
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,pop
2qxJFvFYMEDqd7ui6kSAcq,Zedd,dance
21451j1KhjAiaYKflxBjr1,Zion & Lennox,reggaeton
487N2T9nIPEHrlTZLL3SQs,Zé Neto & Cristiano,sertanejo
5CiGnKThu5ctn9pBxv7DGa,benny blanco,pop
2cFrymmkijnjDg9SS92EPM,blackbear,pop
19i93sA0D7yS9dYoVNBqAA,tha Supreme,pop
0b1sIQumIAsNbqAoIClSpy,j-hope,krap
