"TID" "item"
8 "TERM_prr"
8 "TERM_quedate"
8 "TERM_quede"
8 "TERM_quieres"
8 "TERM_quiero"
8 "TERM_rompiendo"
8 "TERM_ven"
8 "TERM_wuh"
8 "TERM_yeah"
9 "TERM_dale"
9 "TERM_gusta"
9 "TERM_importa"
9 "TERM_mundo"
9 "TERM_musica"
9 "TERM_nah"
9 "TERM_tra"
9 "TERM_yeah"
10 "TERM_amar"
10 "TERM_amor"
10 "TERM_baby"
10 "TERM_bebe"
10 "TERM_bebecita"
10 "TERM_beber"
10 "TERM_caliente"
10 "TERM_cama"
10 "TERM_casa"
10 "TERM_decirte"
10 "TERM_dile"
10 "TERM_dime"
10 "TERM_ganas"
10 "TERM_hora"
10 "TERM_jaja"
10 "TERM_llamo"
10 "TERM_mente"
10 "TERM_mera"
10 "TERM_moja"
10 "PROFANE_muerte"
10 "TERM_noche"
10 "TERM_novio"
10 "TERM_piel"
10 "TERM_pongo"
10 "TERM_quedate"
10 "TERM_queria"
10 "TERM_quieres"
10 "TERM_quiero"
10 "TERM_real"
10 "TERM_recuerdo"
10 "TERM_rico"
10 "TERM_salga"
10 "TERM_sientes"
10 "TERM_uah"
10 "TERM_volver"
11 "TERM_alcohol"
11 "TERM_amor"
11 "TERM_baby"
11 "TERM_bebe"
11 "TERM_brr"
11 "TERM_buscar"
11 "TERM_cara"
11 "TERM_cuerpo"
11 "TERM_destino"
11 "TERM_drums"
11 "TERM_ovy"
11 "TERM_pase"
11 "TERM_piel"
11 "TERM_playa"
11 "TERM_pone"
11 "TERM_punto"
11 "TERM_quiero"
11 "TERM_recuerdo"
11 "TERM_the"
11 "TERM_uah"
11 "TERM_uoh"
11 "TERM_vida"
11 "TERM_vuelta"
11 "TERM_vuelvo"
11 "TERM_woh"
11 "TERM_yeh"
12 "PROFANE_alla"
12 "TERM_amor"
12 "TERM_baby"
12 "TERM_bad"
12 "TERM_bebe"
12 "TERM_boca"
12 "TERM_brr"
12 "TERM_bunny"
12 "PROFANE_cabron"
12 "TERM_cama"
12 "PROFANE_culo"
12 "TERM_darte"
12 "TERM_diga"
12 "TERM_dile"
12 "TERM_dime"
12 "TERM_dura"
12 "TERM_ere"
12 "TERM_estamo"
12 "TERM_gana"
12 "TERM_gucci"
12 "TERM_hora"
12 "TERM_jaja"
12 "TERM_jeje"
12 "TERM_llega"
12 "TERM_mami"
12 "TERM_mera"
12 "TERM_mil"
12 "PROFANE_muerte"
12 "TERM_music"
12 "TERM_noche"
12 "TERM_nosotro"
12 "TERM_nota"
12 "TERM_quede"
12 "TERM_quiero"
12 "TERM_real"
12 "TERM_siga"
12 "TERM_supe"
12 "TERM_tas"
12 "TERM_toque"
12 "TERM_traje"
12 "TERM_uah"
12 "TERM_veo"
12 "TERM_vida"
12 "TERM_wuh"
12 "TERM_yah"
12 "TERM_yeah"
12 "TERM_yeh"
13 "TERM_aja"
13 "TERM_alcohol"
13 "TERM_amor"
13 "TERM_baby"
13 "TERM_brr"
13 "TERM_cosa"
13 "TERM_cuerpo"
13 "TERM_dale"
13 "TERM_dile"
13 "TERM_dime"
13 "TERM_estamo"
13 "TERM_gente"
13 "TERM_llega"
13 "TERM_mata"
13 "TERM_mera"
13 "PROFANE_muerte"
13 "TERM_music"
13 "TERM_necesita"
13 "TERM_necesito"
13 "TERM_novio"
13 "TERM_ouh"
13 "TERM_par"
13 "TERM_pasarla"
13 "TERM_paso"
13 "TERM_perreo"
13 "TERM_pide"
13 "TERM_problema"
13 "TERM_real"
13 "TERM_salio"
13 "TERM_somo"
13 "TERM_uah"
13 "TERM_visto"
13 "TERM_yeah"
13 "TERM_yeh"
13 "TERM_you"
14 "TERM_amar"
14 "TERM_baby"
14 "TERM_bailando"
14 "TERM_bailar"
14 "TERM_bebe"
14 "TERM_bebecita"
14 "TERM_beber"
14 "TERM_bonita"
14 "TERM_buscar"
14 "TERM_cuerpo"
14 "TERM_danio"
14 "PROFANE_muerte"
14 "TERM_music"
14 "TERM_necesita"
14 "TERM_necesito"
14 "TERM_noche"
14 "TERM_novio"
14 "TERM_ojos"
14 "TERM_olvidar"
14 "TERM_piel"
14 "TERM_real"
14 "TERM_rico"
14 "TERM_salio"
14 "TERM_uah"
14 "TERM_veo"
15 "TERM_amiga"
15 "TERM_baby"
15 "TERM_bailar"
15 "TERM_bebe"
15 "TERM_bebecita"
15 "TERM_brr"
15 "PROFANE_culo"
15 "TERM_dale"
15 "TERM_dime"
15 "TERM_disco"
15 "TERM_dura"
15 "TERM_ere"
15 "TERM_fiel"
15 "TERM_fumar"
15 "TERM_gusta"
15 "TERM_haga"
15 "TERM_loca"
15 "TERM_mala"
15 "TERM_mami"
15 "TERM_maniana"
15 "TERM_mera"
15 "PROFANE_muerte"
15 "TERM_music"
15 "TERM_nena"
15 "TERM_novio"
15 "TERM_party"
15 "TERM_pelo"
15 "TERM_perreo"
15 "TERM_playa"
15 "TERM_pone"
15 "TERM_puso"
15 "TERM_real"
15 "TERM_reggaeton"
15 "TERM_sale"
15 "TERM_uah"
15 "TERM_vamo"
15 "TERM_vida"
15 "TERM_visto"
15 "TERM_yeah"
15 "TERM_yeh"
16 "TERM_aja"
16 "TERM_amiga"
16 "TERM_amor"
16 "TERM_baby"
16 "TERM_bad"
16 "TERM_bebe"
16 "TERM_bunny"
16 "PROFANE_culo"
16 "TERM_dale"
16 "TERM_decirte"
16 "TERM_dimelo"
16 "TERM_flow"
16 "PROFANE_fuego"
16 "TERM_hacemo"
16 "TERM_hmm"
16 "TERM_importa"
16 "TERM_jeje"
16 "TERM_mami"
16 "TERM_music"
16 "TERM_noche"
16 "TERM_nosotro"
16 "TERM_queria"
16 "TERM_quiero"
16 "TERM_siento"
16 "TERM_tenerte"
16 "TERM_tire"
16 "TERM_ven"
16 "TERM_verte"
16 "TERM_yeah"
16 "TERM_yeh"
17 "TERM_aja"
17 "TERM_baby"
17 "TERM_borracha"
17 "TERM_caliente"
17 "TERM_cosa"
17 "TERM_deja"
17 "TERM_dile"
17 "TERM_dimelo"
17 "TERM_flow"
17 "TERM_jaja"
17 "TERM_loca"
17 "PROFANE_loco"
17 "TERM_mundo"
17 "TERM_music"
17 "TERM_novio"
17 "TERM_oye"
17 "TERM_party"
17 "TERM_paso"
17 "TERM_prr"
17 "TERM_quisiera"
17 "TERM_sientes"
17 "TERM_siento"
17 "TERM_vamo"
17 "TERM_vas"
17 "TERM_volver"
17 "TERM_vuelvo"
17 "TERM_yeah"
18 "TERM_alcohol"
18 "TERM_amiga"
18 "TERM_cama"
18 "PROFANE_culo"
18 "TERM_darte"
18 "TERM_diga"
18 "TERM_dime"
18 "TERM_ere"
18 "TERM_grande"
18 "TERM_llama"
18 "TERM_mami"
18 "TERM_maniana"
18 "TERM_moja"
18 "TERM_par"
18 "TERM_pensando"
18 "TERM_perreo"
18 "TERM_punto"
18 "TERM_quiero"
18 "TERM_sale"
18 "TERM_somo"
18 "TERM_tas"
18 "TERM_traje"
18 "TERM_vamo"
18 "TERM_yeah"
18 "TERM_yeh"
19 "TERM_amor"
19 "TERM_beso"
19 "PROFANE_cabron"
19 "TERM_mil"
19 "TERM_pase"
19 "TERM_quiero"
19 "TERM_quisiera"
19 "TERM_sale"
19 "TERM_siento"
19 "TERM_wuh"
19 "TERM_yeh"
20 "TERM_acabe"
20 "TERM_alcohol"
20 "TERM_amor"
20 "TERM_beso"
20 "TERM_casa"
20 "TERM_dale"
20 "TERM_darte"
20 "TERM_doy"
20 "TERM_ojos"
20 "TERM_paso"
20 "TERM_problema"
20 "TERM_quiero"
20 "TERM_sale"
20 "TERM_salio"
20 "TERM_siento"
20 "TERM_sol"
20 "TERM_somo"
20 "TERM_vida"
20 "TERM_yeh"
21 "TERM_aja"
21 "TERM_calle"
21 "TERM_cama"
21 "TERM_dame"
21 "TERM_deja"
21 "TERM_entera"
21 "TERM_gusta"
21 "TERM_hmm"
21 "TERM_loca"
21 "TERM_mala"
21 "TERM_mami"
21 "TERM_mata"
21 "TERM_noche"
21 "TERM_ouh"
21 "TERM_pasa"
21 "TERM_perreo"
21 "TERM_piel"
21 "TERM_puso"
21 "TERM_quieren"
21 "TERM_sale"
21 "TERM_salio"
21 "TERM_the"
21 "TERM_traje"
21 "TERM_tranquila"
21 "TERM_yeh"
21 "TERM_you"
22 "TERM_bad"
22 "TERM_bailar"
22 "TERM_bunny"
22 "PROFANE_cabron"
22 "TERM_dale"
22 "TERM_disco"
22 "TERM_gente"
22 "TERM_llevo"
22 "TERM_mundo"
22 "TERM_nah"
22 "TERM_pido"
22 "TERM_pongo"
22 "TERM_prr"
22 "TERM_sol"
22 "TERM_somo"
22 "TERM_vamo"
22 "TERM_wuh"
22 "TERM_you"
23 "TERM_amor"
23 "TERM_baby"
23 "PROFANE_cabron"
23 "TERM_danio"
23 "TERM_dile"
23 "TERM_ere"
23 "TERM_gana"
23 "TERM_juego"
23 "TERM_loca"
23 "TERM_pensando"
23 "TERM_queria"
23 "TERM_real"
23 "TERM_yeh"
24 "TERM_alcohol"
24 "TERM_amiga"
24 "TERM_amor"
24 "TERM_baby"
24 "TERM_bad"
24 "TERM_bebe"
24 "TERM_bunny"
24 "TERM_calor"
24 "TERM_danio"
24 "TERM_destino"
24 "TERM_jeje"
24 "TERM_llama"
24 "TERM_llamo"
24 "TERM_llega"
24 "TERM_mala"
24 "TERM_maniana"
24 "TERM_nena"
24 "TERM_noche"
24 "TERM_perreo"
24 "TERM_playa"
24 "TERM_prr"
24 "TERM_queda"
24 "TERM_siente"
24 "TERM_sol"
24 "TERM_tra"
24 "TERM_vida"
24 "TERM_wuh"
24 "TERM_yeh"
25 "TERM_baby"
25 "TERM_bad"
25 "TERM_bunny"
25 "TERM_caro"
25 "PROFANE_culo"
25 "TERM_danio"
25 "TERM_digo"
25 "TERM_ere"
25 "TERM_feliz"
25 "TERM_flow"
25 "TERM_importa"
25 "TERM_mami"
25 "TERM_nota"
25 "TERM_prr"
25 "TERM_quiero"
25 "TERM_ven"
25 "TERM_veo"
25 "TERM_ves"
25 "TERM_vida"
25 "TERM_visto"
25 "TERM_wuh"
26 "TERM_alguien"
26 "TERM_brr"
26 "TERM_casa"
26 "TERM_dime"
26 "TERM_feliz"
26 "TERM_jeje"
26 "TERM_joda"
26 "TERM_llega"
26 "TERM_mami"
26 "TERM_maniana"
26 "TERM_pelo"
26 "TERM_vida"
26 "TERM_wuh"
26 "TERM_yeah"
26 "TERM_yeh"
27 "TERM_amor"
27 "TERM_beso"
27 "PROFANE_cabron"
27 "TERM_corazon"
27 "TERM_dimelo"
27 "TERM_ere"
27 "TERM_hombre"
27 "TERM_maniana"
27 "TERM_nah"
27 "TERM_noche"
27 "TERM_olvidar"
27 "TERM_paso"
27 "TERM_queda"
27 "TERM_recuerdo"
27 "TERM_siente"
27 "TERM_siento"
27 "TERM_somo"
27 "TERM_veo"
27 "TERM_viene"
28 "TERM_baby"
28 "TERM_caliente"
28 "TERM_corazon"
28 "TERM_cuerpo"
28 "TERM_dando"
28 "TERM_dime"
28 "TERM_llega"
28 "TERM_mami"
28 "TERM_mmm"
28 "TERM_noche"
28 "TERM_nosotro"
28 "TERM_olvido"
28 "TERM_papi"
28 "TERM_parar"
28 "TERM_pasa"
28 "TERM_pasar"
28 "TERM_pelo"
28 "TERM_rico"
28 "TERM_suena"
28 "TERM_unica"
28 "TERM_wuh"
28 "TERM_yeh"
29 "TERM_baby"
29 "TERM_bad"
29 "TERM_bebe"
29 "TERM_bunny"
29 "TERM_cama"
29 "TERM_corazon"
29 "TERM_daddy"
29 "TERM_diga"
29 "TERM_dije"
29 "TERM_doy"
29 "TERM_entera"
29 "TERM_ere"
29 "TERM_haga"
29 "TERM_hombre"
29 "TERM_mami"
29 "TERM_necesita"
29 "TERM_noche"
29 "TERM_party"
29 "TERM_perreo"
29 "TERM_quieres"
29 "TERM_somo"
29 "TERM_sube"
29 "TERM_tas"
29 "TERM_viene"
29 "TERM_vuelve"
29 "TERM_yeah"
29 "TERM_yeh"
29 "TERM_you"
30 "TERM_aja"
30 "TERM_baby"
30 "TERM_bad"
30 "TERM_bebe"
30 "TERM_bunny"
30 "TERM_buscar"
30 "TERM_darte"
30 "TERM_deja"
30 "TERM_dile"
30 "TERM_doy"
30 "TERM_entera"
30 "TERM_favorito"
30 "PROFANE_muerte"
30 "TERM_mundo"
30 "TERM_nah"
30 "TERM_noche"
30 "TERM_ojos"
30 "TERM_probar"
30 "TERM_quieren"
30 "TERM_quiero"
30 "TERM_sube"
30 "TERM_vas"
30 "TERM_veo"
30 "TERM_yah"
30 "TERM_yeah"
30 "TERM_yeh"
31 "TERM_amar"
31 "TERM_amiga"
31 "TERM_amor"
31 "TERM_baby"
31 "TERM_dando"
31 "TERM_fumar"
31 "TERM_mami"
31 "TERM_noche"
31 "TERM_pasar"
31 "TERM_pase"
31 "TERM_pensar"
31 "TERM_prr"
31 "TERM_quieren"
31 "TERM_salir"
31 "TERM_toca"
31 "TERM_vas"
31 "TERM_vida"
31 "TERM_wuh"
31 "TERM_yeah"
31 "TERM_yeh"
32 "TERM_aja"
32 "TERM_baby"
32 "TERM_bad"
32 "TERM_boca"
32 "TERM_bunny"
32 "PROFANE_cabron"
32 "TERM_cancion"
32 "TERM_casa"
32 "TERM_dije"
32 "TERM_dime"
32 "TERM_disco"
32 "TERM_ere"
32 "TERM_favorito"
32 "TERM_flow"
32 "TERM_gana"
32 "TERM_hora"
32 "TERM_jaja"
32 "TERM_let"
32 "PROFANE_loco"
32 "TERM_mundo"
32 "TERM_musica"
32 "TERM_necesito"
32 "TERM_nosotro"
32 "TERM_oye"
32 "TERM_par"
32 "TERM_prr"
32 "TERM_rato"
32 "TERM_rico"
32 "TERM_rompiendo"
32 "TERM_vamo"
32 "TERM_vida"
32 "TERM_woh"
32 "TERM_wuh"
32 "TERM_yah"
32 "TERM_yeah"
32 "TERM_yeh"
33 "TERM_amor"
33 "TERM_baby"
33 "TERM_dije"
33 "TERM_estamo"
33 "TERM_gusta"
33 "TERM_joda"
33 "TERM_mami"
33 "TERM_queria"
33 "TERM_quiero"
33 "TERM_rato"
33 "TERM_yeh"
34 "TERM_bailando"
34 "TERM_bebe"
34 "PROFANE_cabron"
34 "TERM_cama"
34 "TERM_casa"
34 "TERM_cosa"
34 "PROFANE_culo"
34 "TERM_dime"
34 "TERM_dimelo"
34 "TERM_duro"
34 "TERM_ere"
34 "TERM_falta"
34 "TERM_gana"
34 "TERM_grande"
34 "TERM_jaja"
34 "TERM_jeje"
34 "TERM_mami"
34 "TERM_mera"
34 "TERM_merece"
34 "TERM_nena"
34 "TERM_nota"
34 "TERM_novio"
34 "TERM_papi"
34 "TERM_pone"
34 "TERM_puso"
34 "TERM_quieren"
34 "TERM_quiero"
34 "TERM_real"
34 "TERM_rico"
34 "TERM_sigo"
34 "TERM_solita"
34 "PROFANE_teta"
34 "TERM_tra"
34 "TERM_vamo"
34 "TERM_ven"
34 "TERM_visto"
34 "TERM_woh"
34 "TERM_wuh"
34 "TERM_yah"
34 "TERM_yeah"
35 "TERM_baby"
35 "TERM_bad"
35 "TERM_balvin"
35 "TERM_bebe"
35 "TERM_bella"
35 "TERM_beso"
35 "TERM_bunny"
35 "TERM_buscar"
35 "TERM_dale"
35 "TERM_dimelo"
35 "TERM_dura"
35 "TERM_leggo"
35 "TERM_llama"
35 "TERM_locura"
35 "TERM_man"
35 "TERM_maniana"
35 "TERM_mano"
35 "TERM_music"
35 "TERM_noche"
35 "TERM_ouh"
35 "TERM_paso"
35 "TERM_quiera"
35 "TERM_quiero"
35 "TERM_sientes"
35 "TERM_siento"
35 "TERM_sube"
35 "TERM_the"
35 "TERM_traje"
35 "TERM_uoh"
35 "TERM_woh"
35 "TERM_wuh"
35 "TERM_yeah"
35 "TERM_yeh"
36 "TERM_amiga"
36 "TERM_baby"
36 "TERM_boca"
36 "TERM_calle"
36 "TERM_dale"
36 "TERM_deja"
36 "TERM_disco"
36 "TERM_dura"
36 "TERM_jeje"
36 "TERM_loca"
36 "TERM_nah"
36 "TERM_nena"
36 "TERM_prr"
36 "TERM_sale"
36 "TERM_toque"
36 "TERM_ven"
36 "TERM_wuh"
36 "TERM_yeh"
37 "PROFANE_alla"
37 "TERM_baby"
37 "TERM_bebe"
37 "TERM_corazon"
37 "TERM_dale"
37 "TERM_dime"
37 "TERM_ere"
37 "TERM_jeje"
37 "TERM_joda"
37 "TERM_llamo"
37 "TERM_mami"
37 "PROFANE_mira"
37 "TERM_noche"
37 "TERM_nosotro"
37 "TERM_perreo"
37 "TERM_poquito"
37 "TERM_prr"
37 "TERM_quiera"
37 "TERM_quiero"
37 "TERM_siento"
37 "TERM_veo"
37 "TERM_vuelvo"
37 "TERM_wuh"
37 "TERM_yeh"
38 "PROFANE_alla"
38 "TERM_amor"
38 "TERM_baby"
38 "TERM_beso"
38 "PROFANE_cabron"
38 "TERM_cara"
38 "TERM_casa"
38 "TERM_dale"
38 "TERM_dejame"
38 "TERM_dime"
38 "TERM_ere"
38 "TERM_gente"
38 "TERM_gusta"
38 "PROFANE_mira"
38 "TERM_nena"
38 "TERM_noche"
38 "TERM_nota"
38 "TERM_novio"
38 "TERM_pase"
38 "TERM_pelo"
38 "TERM_pido"
38 "TERM_pongo"
38 "TERM_quiero"
38 "TERM_siente"
38 "TERM_sigo"
38 "TERM_traje"
38 "TERM_vamo"
38 "TERM_verte"
38 "TERM_vida"
38 "TERM_vuelvo"
38 "TERM_yah"
38 "TERM_yeh"
39 "TERM_aca"
39 "TERM_alguien"
39 "TERM_baby"
39 "TERM_corazon"
39 "TERM_dame"
39 "TERM_dile"
39 "TERM_dime"
39 "TERM_ere"
39 "TERM_feliz"
39 "TERM_mami"
39 "TERM_nosotro"
39 "TERM_puerta"
39 "TERM_quedate"
39 "TERM_quiero"
39 "TERM_siento"
39 "TERM_somo"
39 "TERM_traje"
39 "TERM_vas"
39 "TERM_yeh"
40 "TERM_aja"
40 "TERM_amiga"
40 "TERM_amor"
40 "TERM_borracha"
40 "TERM_dije"
40 "TERM_disco"
40 "TERM_dura"
40 "TERM_hmm"
40 "TERM_importa"
40 "TERM_jaja"
40 "TERM_llama"
40 "TERM_loca"
40 "PROFANE_loco"
40 "TERM_mami"
40 "TERM_nah"
40 "TERM_necesita"
40 "TERM_nena"
40 "TERM_papi"
40 "TERM_perreo"
40 "TERM_pone"
40 "TERM_prr"
40 "TERM_puso"
40 "TERM_queria"
40 "TERM_quieren"
40 "TERM_quiero"
40 "TERM_solita"
40 "TERM_vamo"
40 "TERM_vida"
40 "TERM_wuh"
41 "TERM_baby"
41 "TERM_bad"
41 "TERM_besos"
41 "TERM_boca"
41 "TERM_bunny"
41 "TERM_cama"
41 "TERM_dura"
41 "TERM_duro"
41 "TERM_falta"
41 "TERM_gusta"
41 "TERM_jeje"
41 "TERM_llevo"
41 "TERM_loca"
41 "TERM_noche"
41 "TERM_puerta"
41 "TERM_quiera"
41 "TERM_quiero"
41 "TERM_tas"
41 "TERM_wuh"
41 "TERM_yeh"
42 "TERM_baby"
42 "TERM_bebe"
42 "TERM_beso"
42 "TERM_besos"
42 "TERM_borracha"
42 "TERM_deja"
42 "TERM_dime"
42 "TERM_dimelo"
42 "TERM_duro"
42 "TERM_enamore"
42 "TERM_falta"
42 "TERM_hombre"
42 "TERM_maniana"
42 "TERM_mano"
42 "TERM_mujer"
42 "TERM_olvidar"
42 "TERM_pasa"
42 "TERM_quiero"
42 "TERM_quisiera"
42 "TERM_real"
42 "TERM_rico"
43 "TERM_baby"
43 "TERM_corazon"
43 "TERM_cuerpo"
43 "TERM_darte"
43 "TERM_decirte"
43 "TERM_dura"
43 "TERM_duro"
43 "TERM_enamore"
43 "TERM_ere"
43 "TERM_mami"
43 "TERM_mente"
43 "TERM_mujer"
43 "TERM_noche"
43 "TERM_nota"
43 "TERM_pelo"
43 "TERM_pone"
43 "TERM_pongo"
43 "TERM_problema"
43 "TERM_quiero"
43 "TERM_real"
43 "TERM_sigo"
43 "TERM_the"
43 "TERM_vuelta"
43 "TERM_vuelve"
44 "TERM_besos"
44 "TERM_boca"
44 "TERM_cara"
44 "TERM_cuarto"
44 "TERM_llevo"
44 "TERM_par"
44 "TERM_pase"
44 "TERM_quiera"
44 "TERM_quieres"
44 "TERM_supe"
44 "TERM_vida"
45 "TERM_boca"
45 "TERM_caro"
45 "TERM_cosa"
45 "TERM_cuerpo"
45 "TERM_ere"
45 "TERM_favorito"
45 "TERM_mmm"
45 "TERM_mundo"
45 "TERM_necesita"
45 "TERM_necesito"
45 "TERM_quiero"
45 "TERM_rico"
45 "TERM_veo"
45 "TERM_vuelta"
45 "TERM_yeah"
45 "TERM_yeh"
46 "TERM_alguien"
46 "TERM_amor"
46 "TERM_beso"
46 "TERM_bonita"
46 "TERM_cosa"
46 "TERM_darte"
46 "TERM_decirte"
46 "TERM_falta"
46 "TERM_ganas"
46 "TERM_maniana"
46 "PROFANE_miedo"
46 "TERM_mil"
46 "TERM_mmm"
46 "TERM_necesito"
46 "TERM_quiero"
46 "TERM_sientes"
46 "TERM_siento"
46 "TERM_ven"
46 "TERM_vida"
46 "TERM_yeah"
47 "TERM_bailar"
47 "TERM_besos"
47 "TERM_casa"
47 "TERM_darte"
47 "TERM_pasa"
47 "TERM_pensando"
47 "TERM_playa"
47 "TERM_pongo"
47 "TERM_poquito"
47 "TERM_rico"
47 "TERM_sol"
47 "TERM_vida"
48 "TERM_beso"
48 "TERM_boca"
48 "TERM_cancion"
48 "TERM_corazon"
48 "TERM_dejame"
48 "TERM_dije"
48 "TERM_enamore"
48 "TERM_gusta"
48 "TERM_importa"
48 "TERM_noche"
48 "TERM_quieres"
48 "TERM_quiero"
48 "TERM_sientes"
48 "TERM_yatra"
49 "TERM_amiga"
49 "TERM_dando"
49 "TERM_diga"
49 "TERM_digo"
49 "TERM_dije"
49 "TERM_dile"
49 "TERM_dime"
49 "TERM_dimelo"
49 "TERM_disco"
49 "TERM_fumar"
49 "TERM_gucci"
49 "TERM_gusta"
49 "TERM_importa"
49 "TERM_llama"
49 "TERM_mala"
49 "TERM_maniana"
49 "TERM_mera"
49 "TERM_mueve"
49 "TERM_mujer"
49 "TERM_noche"
49 "TERM_nota"
49 "TERM_novio"
49 "TERM_pide"
49 "TERM_pone"
49 "TERM_poquito"
49 "TERM_puso"
49 "TERM_salio"
49 "TERM_salir"
49 "TERM_suena"
49 "TERM_tranquila"
49 "TERM_vamo"
49 "TERM_yeah"
50 "TERM_baby"
50 "TERM_bad"
50 "TERM_bebe"
50 "TERM_bunny"
50 "TERM_deja"
50 "TERM_dimelo"
50 "TERM_doy"
50 "TERM_dura"
50 "TERM_estamo"
50 "TERM_gente"
50 "TERM_grande"
50 "TERM_gucci"
50 "TERM_gusta"
50 "TERM_hacerte"
50 "TERM_jaja"
50 "TERM_mami"
50 "TERM_music"
50 "TERM_noche"
50 "TERM_novio"
50 "TERM_oye"
50 "TERM_paso"
50 "TERM_pelo"
50 "TERM_pensando"
50 "TERM_pide"
50 "TERM_prr"
50 "TERM_recuerdo"
50 "TERM_suena"
50 "TERM_tas"
50 "TERM_vas"
50 "TERM_vida"
50 "TERM_viene"
50 "TERM_wuh"
50 "TERM_yeh"
51 "TERM_amigas"
51 "TERM_baby"
51 "TERM_baila"
