word,counts
wouldn,102
brain,102
bit,102
dreams,102
wonder,102
safe,102
late,101
outside,100
deep,100
cannot,100
their,100
dumb,100
four,99
riding,99
meet,99
tripping,99
tears,99
sing,99
sick,99
eah,98
sound,98
yourself,98
rest,97
wasted,97
happy,97
eat,97
arms,97
boom,97
caught,96
reason,96
coupe,95
comes,95
ta,95
bet,94
moment,94
front,94
popping,94
lights,94
hop,94
bust,94
lo,93
darling,93
most,93
dreaming,92
summer,92
probably,91
shot,91
blow,90
dream,90
fool,90
sad,90
rock,90
sipping,90
sure,89
knows,89
seem,89
goes,89
part,89
truth,88
full,88
blood,88
gun,88
ding,88
broken,87
wet,87
loved,87
shots,86
brr,86
born,85
fu,85
feet,85
stand,85
trap,85
felt,85
hide,85
set,85
watching,84
lean,84
air,84
between,84
goodbye,84
already,84
drunk,83
spend,83
must,83
santa,83
leaving,83
gold,83
hoo,83
losing,82
fake,82
nice,82
middle,82
met,82
perfect,82
forward,82
hallelujah,82
drink,81
chase,81
stuck,81
easy,80
breathe,80
lotta,80
stick,80
cardi,80
outta,79
pay,79
hurts,79
six,79
ten,79
floor,78
smoking,78
turned,78
lord,77
jet,77
single,77
higher,77
shine,77
fun,76
act,76
holding,76
clean,76
chain,76
understand,76
pick,76
anybody,76
cross,76
walking,76
feelings,75
kick,75
meant,75
block,75
buy,75
whatever,74
vibe,74
less,74
yah,74
started,74
drugs,74
streets,74
stupid,74
blame,74
blowing,74
devil,74
freedom,73
ri,73
promise,73
has,73
pray,73
boss,72
knees,72
kinda,72
hair,72
paid,71
bang,71
star,71
mouth,71
sense,71
mhm,70
moonlight,70
speak,70
follow,70
lovers,70
rari,69
dope,69
words,69
brand,69
g,69
lied,69
lies,69
ocean,69
called,69
rather,69
dawg,69
wave,68
heaven,68
each,68
heartless,68
afraid,67
singing,67
icy,66
wit,66
lay,66
k,66
ma,66
waste,66
half,66
giving,65
count,65
carry,65
minute,65
drinking,65
loco,65
pulling,65
hood,65
wishing,65
instead,64
naked,64
smile,64
yuh,64
twenty,64
spent,64
tired,63
send,63
hmm,63
throwing,63
finna,63
brrt,63
today,62
bye,62
fell,62
murder,62
listen,62
apart,62
lambo,62
mi,62
push,62
double,61
green,61
needed,61
years,61
boys,61
shut,61
everyone,61
shake,61
fill,60
killing,60
trip,60
skin,60
behind,60
bro,60
nowhere,59
soon,59
price,59
de,59
flying,59
problems,59
street,59
keeping,59
standing,59
second,58
greatest,58
above,58
uzi,58
sex,58
treat,58
chop,58
peace,58
closer,58
doors,58
having,58
yet,58
guy,58
piece,57
motherfucking,57
dollar,57
sit,57
cup,57
music,56
underneath,56
rap,56
golden,56
lying,56
baow,56
switch,55
beg,55
anywhere,55
worth,55
plug,55
quick,55
dress,55
wear,55
skrr,55
glass,55
tight,55
gas,55
que,55
screaming,55
moon,54
point,54
team,54
against,54
favorite,54
breaking,54
school,54
clothes,54
juice,54
deal,54
mess,54
wall,54
demons,54
none,54
figure,53
blind,53
sleeping,53
foreign,53
re,53
awake,53
asking,53
th,53
working,53
ways,52
loves,52
sign,52
case,52
known,52
teach,52
enemies,52
yours,52
bottle,52
rolling,52
breathing,52
mmh,52
bottom,51
mirror,51
locked,51
bounce,51
kitchen,51
codeine,51
mood,51
pass,51
truck,50
glock,50
r,50
drown,50
anymore,50
balling,50
games,50
lately,50
patek,50
daddy,50
chest,50
chance,50
suicide,50
drank,50
switching,50
boyfriend,50
anyone,49
very,49
woke,49
hoping,49
tomorrow,49
savage,49
ran,49
brother,49
grrt,49
somewhere,49
link,49
shorty,48
king,48
showing,48
gets,48
snow,48
mob,48
older,48
kind,48
haha,48
haven,48
ruin,48
hah,48
paradise,48
lips,48
guys,47
crying,47
cause,47
great,47
jingle,47
thoughts,47
memories,47
rise,47
magic,47
pocket,46
stress,46
fifty,46
may,46
clear,46
v,46
speed,46
death,46
burning,46
cop,46
sucker,46
driving,46
ay,46
takes,45
benz,45
ba,45
hearts,45
cars,45
such,45
flip,45
small,45
eye,45
chasing,45
honey,45
bigger,45
crib,45
clout,45
power,45
wondering,45
keeps,44
key,44
bullets,44
fix,44
pack,44
opps,44
loud,44
bc,44
lead,44
makes,44
candy,44
nasty,44
picture,44
wide,44
bae,44
ground,43
lick,43
imagine,43
strong,43
died,43
hurry,43
learn,43
n,43
grab,43
wow,43
pulled,43
knock,43
dying,43
spot,43
ap,43
p,43
ends,42
picking,42
wraith,42
jeans,42
changed,42
louis,42
suck,42
dust,42
saint,42
bentley,42
twice,42
cap,42
proud,42
read,42
fore,42
honest,42
finger,42
ga,42
toe,42
finally,42
whenever,42
weather,42
wine,42
rules,42
fact,42
till,41
closed,41
kids,41
plans,41
popped,41
yeahi,41
freaky,41
flow,41
radio,41
rescue,41
shirt,41
worst,41
burn,41
pride,41
af,41
chopper,41
thot,41
cost,41
person,41
throat,41
laugh,41
winning,40
attention,40
issues,40
family,40
brought,40
dry,40
sheesh,40
x,40
ddu,40
dollars,40
famous,40
turning,40
energy,40
win,40
notice,40
focused,40
rollie,40
land,40
bright,40
paper,40
shining,40
smell,39
week,39
mask,39
teeth,39
ye,39
holy,39
diamond,39
clock,39
psycho,39
roof,39
self,39
cover,39
goddamn,39
wants,39
dig,39
rockabye,39
along,38
paint,38
killed,38
worry,38
flexing,38
regret,38
lift,38
text,38
wife,38
list,38
benzo,38
news,38
track,38
bend,38
pour,38
weekend,38
chopsticks,38
least,38
chill,38
tree,38
girlfriend,38
sold,38
tip,38
pa,38
steady,37
sitting,37
checks,37
insane,37
slip,37
shout,37
rockstar,37
molly,37
un,37
busting,37
belong,37
scream,37
fear,37
sight,37
forgot,37
business,37
missing,37
foot,37
hang,37
knowing,37
faded,37
sell,37
table,37
tongue,37
prone,37
scars,37
signs,37
fame,36
londo,36
dom,36
happen,36
rings,36
edge,36
slowly,36
freak,36
numb,36
breath,36
spinning,36
admit,36
hanging,36
happening,36
kissing,36
bar,36
jumping,36
walked,36
quiet,35
lover,35
prove,35
seeing,35
miles,35
men,35
mix,35
fair,35
culture,35
war,35
bow,35
addicted,35
shooting,35
regular,35
facts,35
use,35
sugar,35
staring,35
supposed,35
bleed,35
chilling,35
thriller,35
pole,35
dirty,35
faith,35
bite,35
looked,34
yup,34
guns,34
bobby,34
clap,34
pipe,34
heat,34
focus,34
bling,34
thank,34
empty,34
squad,34
bones,34
flex,34
esskeetit,34
chanel,34
private,34
xans,34
york,34
monster,34
crown,34
fit,34
lucky,34
spoil,33
story,33
movie,33
aren,33
begging,33
hunnid,33
grow,33
lane,33
sides,33
killer,33
slime,33
claus,33
mami,33
remind,33
police,33
cream,33
letting,33
wonderland,33
spin,32
box,32
ain,32
luck,32
everywhere,32
starts,32
liar,32
loose,32
simple,32
brrat,32
showed,32
main,32
ee,32
yummy,32
flight,32
plead,32
number,32
whipping,32
miami,32
slipping,32
hello,32
knife,32
listening,32
pow,32
strip,32
someday,32
jewelry,32
ghost,32
moves,32
west,32
en,32
merry,32
level,32
rocking,32
sliding,32
counting,31
tempo,31
ahead,31
rush,31
innocence,31
fold,31
fat,31
kept,31
bells,31
bougie,31
ahh,31
respect,31
mei,31
thang,31
raised,31
silence,31
fault,31
happened,31
account,31
shoes,31
cocaine,31
el,31
michael,31
worse,31
ll,31
angel,31
toes,31
te,31
duh,31
ey,31
gat,31
lock,31
yellow,31
ex,31
mistakes,31
macarena,30
praying,30
eating,30
job,30
rolls,30
sip,30
busy,30
near,30
swalla,30
grave,30
starting,30
honestly,30
hol,30
enemy,30
fingers,30
designer,30
bricks,30
darkness,30
lady,30
reach,30
played,30
handle,30
haters,30
pieces,30
millions,30
nose,30
maría,30
cheese,29
du,29
coffee,29
selling,29
fighting,29
thirty,29
stylist,29
vibes,29
window,29
bless,29
joke,29
horse,29
crash,29
j,29
dropped,29
goodbyes,29
hating,29
draco,29
owe,29
build,29
hitting,29
storm,29
breaks,29
kid,29
needs,29
staying,29
crowd,29
asked,29
women,29
worried,29
gram,29
spending,29
booty,29
steal,29
chains,29
messing,29
sleigh,29
pills,29
harder,29
dad,29
stopping,29
maniac,29
hopped,29
deserve,29
prada,29
ceiling,29
songs,29
share,29
weed,28
minutes,28
fans,28
queen,28
goosebumps,28
spit,28
serving,28
pretend,28
saved,28
pockets,28
write,28
seven,28
mud,28
posted,28
strangers,28
sunday,28
brrr,28
angels,28
beating,28
opp,28
woulda,28
tag,28
waist,28
funny,28
hurting,28
serious,28
question,28
changing,28
pictures,28
special,27
mike,27
quarter,27
drug,27
catching,27
sink,27
ease,27
arm,27
cake,27
view,27
giants,27
replay,27
almost,27
brick,27
shimmy,27
using,27
rocket,27
offset,27
barbie,27
quit,27
pink,27
prolly,26
tastes,26
chicken,26
extra,26
rover,26
guap,26
um,26
blessed,26
cartier,26
problem,26
hours,26
emotional,26
momma,26
plate,26
park,26
laurent,26
motherfucker,26
drama,26
mistletoe,26
lives,26
grown,26
store,26
barely,26
bread,26
tear,26
bedroom,26
choose,26
finish,26
fresh,26
weak,26
crew,26
brown,26
wie,26
sins,26
mansion,25
roxanne,25
japan,25
repeat,25
race,25
river,25
z,25
celebrate,25
brothers,25
tough,25
pump,25
weight,25
places,25
w,25
weird,25
east,25
wan,25
rocks,25
fancy,25
common,25
thick,25
clip,25
sent,25
trouble,25
zone,25
hearing,25
heavy,25
leaves,25
warm,25
color,25
walls,25
secrets,25
youi,25
wash,25
feed,25
son,25
dangerous,24
dem,24
kissed,24
judge,24
damage,24
cheat,24
jumpsuit,24
moved,24
easier,24
hennessy,24
which,24
royce,24
thun,24
ve,24
nicki,24
ting,24
homie,24
bullshit,24
chan,24
stayed,24
twisting,24
false,24
beef,24
fears,24
plane,24
rose,24
cheek,24
stone,24
watermelon,24
iti,24
motive,24
bars,24
asleep,24
shop,24
bish,24
physical,24
shade,24
rude,24
lip,24
ling,24
ae,23
cops,23
missed,23
ad,23
fry,23
mil,23
tv,23
shady,23
putting,23
vision,23
deeper,23
raise,23
waking,23
splash,23
class,23
demon,23
perky,23
conversation,23
aw,23
later,23
apologize,23
naughty,23
gimme,23
toy,23
options,23
grip,23
lone,23
dj,23
says,23
titties,23
whoever,23
either,23
hip,23
veins,23
anyway,23
soft,23
keys,23
upon,23
yum,23
pistol,23
few,23
tha,23
dirt,23
sheets,23
south,23
shoulder,23
learning,23
dawn,22
learned,22
drowning,22
won,22
seat,22
plan,22
beach,22
dexter,22
reputation,22
roo,22
train,22
rappers,22
stranger,22
upset,22
gotti,22
shows,22
mic,22
hopping,22
nine,22
believer,22
dawgs,22
ate,22
calm,22
lyrics,22
wolves,22
decide,22
post,22
stole,22
doctor,22
league,22
homies,22
eight,22
kicking,22
blew,22
grandma,22
pressure,22
idea,22
reasons,22
grinding,22
nick,22
pouring,22
split,22
plus,22
excited,22
child,22
mother,22
wind,22
wearing,22
emotion,22
band,22
hotel,22
bell,22
fever,22
super,22
connection,22
speechless,22
numbers,22
flood,22
dip,22
dogs,22
stir,22
raw,22
yawning,21
spirit,21
percocets,21
grew,21
bottles,21
jacket,21
fate,21
sweat,21
milli,21
legs,21
sending,21
chimney,21
sweetener,21
rocka,21
lanes,21
wipe,21
froze,21
chika,21
escape,21
lesson,21
sauce,21
grind,21
mothafucking,21
mom,21
spotlight,21
shits,21
dior,21
birds,21
wonderful,21
pew,21
scene,21
threw,21
bottoms,21
trees,21
natural,21
bah,21
mí,21
laying,21
taught,21
father,21
writing,21
finesse,21
claim,21
style,21
paranoid,21
obvious,21
stopped,21
dear,21
warning,21
corner,21
bak,20
moody,20
engine,20
ratchet,20
means,20
likes,20
spell,20
beside,20
cheap,20
evil,20
wilding,20
splish,20
seems,20
beats,20
wedding,20
melodies,20
baguettes,20
human,20
sweater,20
jungle,20
blunt,20
nope,20
faces,20
salt,20
cha,20
record,20
lines,20
limit,20
glorious,20
ouch,20
secret,20
shoulders,20
suit,20
hundreds,20
reminds,20
answer,20
winter,20
player,20
birthday,20
trigger,20
champagne,20
rat,20
dm,20
jeweler,20
uck,20
cence,20
motherfuckers,20
pot,19
drum,19
happens,19
laughing,19
somehow,19
future,19
woop,19
sticks,19
haunt,19
amember,19
turns,19
simply,19
paris,19
switched,19
danger,19
adrenaline,19
poison,19
given,19
huncho,19
bill,19
punches,19
mona,19
ohh,19
date,19
ugly,19
afford,19
fan,19
dropping,19
yee,19
maybach,19
wherever,19
mo,19
mercy,19
choice,19
across,19
ticket,19
lightning,19
hills,19
lisa,19
flooded,19
skies,19
twin,19
replace,19
stunting,19
dub,19
unless,19
beginning,19
ugh,19
bus,19
rica,19
string,19
compare,19
plotting,19
louder,19
stash,19
bop,19
bih,19
costa,19
biggest,19
looks,19
nervous,18
roses,18
famili,18
welcome,18
toast,18
shooters,18
yay,18
bird,18
crack,18
amotional,18
snap,18
chris,18
poured,18
mu,18
glad,18
darkest,18
medicine,18
cups,18
voice,18
thrill,18
tune,18
yacht,18
rough,18
pants,18
racing,18
inch,18
brra,18
wifey,18
iced,18
calls,18
rounds,18
oa,18
sport,18
usually,18
coke,18
adf,18
foreigns,18
windows,18
court,18
hiding,18
sir,18
bb,18
fa,18
test,18
swim,18
ec,18
rhythm,18
mac,18
tied,18
sang,18
tells,18
friday,18
christian,18
semi,18
dressed,18
drew,18
ourselves,18
blast,18
stoleyou,18
border,18
rare,18
erase,18
levitating,18
socks,18
mans,18
dash,18
rapping,18
summers,18
trapping,18
twist,18
boo,18
aight,17
lasts,17
tweaking,17
names,17
pound,17
butter,17
dynamite,17
dare,17
starlight,17
motion,17
commas,17
difference,17
cat,17
mall,17
risk,17
gift,17
heartbeat,17
pool,17
le,17
emotions,17
cuts,17
sea,17
seal,17
attitude,17
figured,17
clique,17
karma,17
mixed,17
passed,17
sunrise,17
cooking,17
company,17
reflection,17
sack,17
rot,17
wrap,17
weren,17
wood,17
suddenly,17
careful,17
giddy,17
jesus,17
nuts,17
sunshine,17
wasting,17
swallow,17
shame,17
aim,17
tease,17
clouds,17
cutthroat,17
pen,17
mwah,17
signed,17
glow,17
remedy,17
shoulda,17
rob,17
internet,17
purple,17
vip,17
press,17
picked,17
serve,17
hole,17
familiar,17
bass,17
slatt,17
frozen,17
enjoy,17
ricky,17
gyal,17
swerving,16
voices,16
vibing,16
flew,16
tie,16
ou,16
oooh,16
rains,16
forgive,16
delicate,16
zoom,16
drake,16
strange,16
wreck,16
xan,16
beauty,16
judgement,16
swing,16
ung,16
state,16
become,16
se,16
chyeah,16
shape,16
cane,16
misery,16
silent,16
riches,16
rapper,16
climb,16
code,16
daisies,16
ending,16
expensive,16
field,16
bullet,16
tall,16
surprise,16
exactly,16
oui,16
solo,16
shower,16
chances,16
quite,16
bando,16
creep,16
preach,16
rid,16
finding,16
taken,16
daughter,16
loneliness,16
fraud,16
selfish,16
surprised,16
relax,16
choppa,16
lighting,16
zombie,16
leg,16
sober,16
thin,16
covered,16
uber,16
flowing,16
couch,16
bites,16
backwood,16
bleeding,16
colder,16
confused,16
ties,16
building,16
season,16
morph,16
rum,16
gorgeous,16
fashion,16
hardest,16
conversations,16
range,16
message,16
amazing,16
tuck,16
falls,16
rent,16
monday,16
porsche,16
wrote,16
finished,16
country,16
fade,15
folks,15
totally,15
squeeze,15
como,15
tape,15
roads,15
kicked,15
dice,15
card,15
vroom,15
tote,15
bd,15
digging,15
grass,15
jaw,15
es,15
cum,15
bags,15
bodies,15
ears,15
flames,15
plenty,15
following,15
pure,15
fendi,15
stressed,15
intentions,15
scary,15
hardly,15
disappear,15
held,15
children,15
henny,15
wanting,15
patience,15
yelling,15
crowded,15
swish,15
reminding,15
drinks,15
earth,15
bringing,15
bean,15
hips,15
mark,15
surface,15
freezer,15
gloss,15
america,15
distance,15
flights,15
ago,15
sine,15
classy,15
choir,15
overseas,15
deny,15
mommy,15
og,15
peanut,15
vert,15
proof,15
gitty,15
sin,15
strap,15
lame,15
cage,15
wings,15
healed,15
rip,15
tu,15
rags,15
fo,15
married,15
hour,15
amiri,15
coast,15
lovely,15
til,15
jail,15
waves,15
guard,15
teenager,15
migraine,15
arriba,14
rod,14
add,14
bitter,14
jealous,14
nawf,14
sixteen,14
ix,14
texts,14
jackie,14
cook,14
reading,14
enzo,14
lungs,14
section,14
st,14
jay,14
stories,14
basic,14
rep,14
doi,14
loyal,14
beep,14
ours,14
gentiles,14
nut,14
rick,14
wiser,14
draw,14
drag,14
louboutin,14
hahaha,14
cards,14
army,14
galway,14
jackson,14
parents,14
california,14
percs,14
shopping,14
hella,14
static,14
suicidal,14
studio,14
holiday,14
sucking,14
laws,14
net,14
vvs,14
panic,14
doubt,14
ol,14
upi,14
adore,14
hi,14
colors,14
bunch,14
bury,14
richard,14
phantom,14
swag,14
brainer,14
normal,14
shadows,14
aiming,14
liquor,14
violence,14
cock,14
smash,14
rack,14
butt,14
minds,14
automatic,14
oah,14
overnight,14
lifetime,14
cherry,14
tay,14
youyou,14
nowadays,14
whores,14
ace,14
cruel,14
dusk,14
speaking,14
chosen,14
twisted,14
hype,14
hopeless,14
spine,14
al,14
meand,14
flaws,14
thirsty,14
worked,14
ignore,14
hugh,14
tint,14
beast,14
cried,13
spaceship,13
vv,13
jarring,13
barking,13
licks,13
dive,13
ce,13
jack,13
wrapped,13
stack,13
motel,13
bucket,13
boat,13
onto,13
montana,13
pablo,13
flame,13
creeping,13
bacardi,13
months,13
cameras,13
mop,13
goals,13
snake,13
thief,13
addict,13
filled,13
pharrell,13
surrender,13
sassy,13
dime,13
food,13
triple,13
wheel,13
ladies,13
verse,13
stuff,13
perc,13
itno,13
shooter,13
fiend,13
ringing,13
broad,13
addiction,13
shottas,13
match,13
thotiana,13
click,13
mars,13
month,13
everyday,13
relief,13
riot,13
crashing,13
tennessee,13
baddest,13
electric,13
advance,13
sleeve,13
midnight,13
conscience,13
bomb,13
beefing,13
fiends,13
poor,13
bay,13
shy,13
oblivion,13
facing,13
dude,13
charge,13
longer,13
laser,13
modern,13
hefner,13
mistake,13
album,13
model,13
bat,13
rubber,13
skrt,13
cousin,13
vintage,13
flag,13
underground,13
reckless,13
closest,13
flipping,13
sounds,13
wavy,13
boot,13
killers,13
college,13
solid,13
seats,13
ching,13
lifestyle,12
adding,12
cody,12
lived,12
slick,12
exciting,12
loss,12
system,12
handsome,12
stones,12
glitter,12
art,12
role,12
philly,12
wallet,12
saturday,12
pushing,12
knocking,12
blinded,12
chose,12
machine,12
lamborghini,12
hotter,12
chips,12
youth,12
sees,12
bills,12
skinny,12
kah,12
genie,12
concern,12
load,12
yap,12
juicy,12
stunts,12
fee,12
baggage,12
billie,12
beam,12
seed,12
lipstick,12
alert,12
hm,12
birkin,12
followed,12
built,12
non,12
history,12
heads,12
meds,12
named,12
mode,12
ducking,12
science,12
pill,12
refuse,12
excuse,12
penthouse,12
freeze,12
note,12
crime,12
lamb,12
vacation,12
jean,12
stage,12
clearing,12
scott,12
hurrah,12
tucked,12
las,12
ideas,12
traffic,12
pics,12
holes,12
luh,12
posed,12
lap,12
mani,12
hearse,12
visa,12
yep,12
turnt,12
phones,12
pin,12
forty,12
fighter,12
cheddar,12
ak,12
cares,12
ot,12
church,12
od,12
brighter,12
involved,12
cigarette,12
peep,12
tea,12
shatter,12
wishes,12
worries,12
stacking,11
beans,11
doves,11
messed,11
tee,11
fallen,11
billion,11
silly,11
aside,11
reaching,11
dre,11
drawers,11
clone,11
poke,11
drrrat,11
knowi,11
solitary,11
baka,11
popstar,11
glizzy,11
garden,11
sideways,11
di,11
join,11
distant,11
troubles,11
stare,11
worship,11
stove,11
pu,11
ine,11
frame,11
thumbing,11
shiti,11
promises,11
spread,11
tú,11
ed,11
shadow,11
lust,11
addy,11
coulda,11
reality,11
metro,11
bangers,11
choosing,11
dodging,11
law,11
cowboy,11
melody,11
bone,11
blurry,11
typical,11
cashed,11
ow,11
chick,11
fading,11
bowl,11
tone,11
piss,11
bbf,11
driver,11
ignoring,11
third,11
dough,11
envy,11
kisses,11
cell,11
anthem,11
bucks,11
holly,11
sat,11
flash,11
whacked,11
often,11
reflections,11
lobby,11
wack,11
alight,11
venom,11
fights,11
sister,11
plain,11
hater,11
gym,11
viral,11
mile,11
cotton,11
movies,11
evening,11
deals,11
scare,11
platinum,11
leggo,11
cure,11
map,11
tour,11
skechers,11
moonwalking,11
thugging,11
saving,11
ew,11
hallucinate,11
snowman,11
youand,11
whiskey,11
david,11
short,11
ie,11
tec,11
fours,11
realize,11
furs,11
geeked,11
dc,11
disease,11
therefore,11
softly,11
sand,11
balls,11
matters,11
snatch,11
toting,11
axl,11
chair,11
balenciaga,11
tooi,11
watched,11
stride,11
baa,11
quicker,11
dealing,11
path,11
tony,11
stretch,11
dun,11
hits,11
naw,11
circles,11
curvy,11
ree,10
gosh,10
dated,10
chemical,10
film,10
mention,10
matrix,10
mentions,10
kanye,10
advice,10
pic,10
shh,10
bustdown,10
mercedes,10
infinite,10
dr,10
wuh,10
harm,10
spanish,10
blues,10
soy,10
fish,10
searching,10
sha,10
john,10
dyn,10
satan,10
thots,10
passing,10
rubbing,10
choke,10
brings,10
gunna,10
laced,10
nails,10
bum,10
float,10
anytime,10
celine,10
bother,10
treating,10
spray,10
book,10
lion,10
thugs,10
north,10
bond,10
bull,10
crossed,10
cute,10
po,10
auntie,10
tennis,10
uncle,10
xanny,10
smiling,10
stripes,10
memory,10
cologne,10
yesterday,10
buck,10
jets,10
profit,10
swagging,10
pimp,10
exes,10
nada,10
prisoner,10
force,10
agree,10
oi,10
murda,10
waited,10
pero,10
lolo,10
buying,10
comfortable,10
blaow,10
jolly,10
dine,10
altar,10
parts,10
course,10
blazing,10
bardi,10
bi,10
fam,10
bros,10
patient,10
flowers,10
saucing,10
timing,10
spirits,10
cuban,10
surrounded,10
divine,10
curtain,10
shotgun,10
symphony,10
relaxing,10
avoid,10
insides,10
issue,10
lake,10
bored,10
cruising,10
gangster,10
lemonade,10
apple,10
difficult,10
quickly,10
pencil,10
loaded,10
headed,10
youngin,10
destiny,10
sprinter,10
bien,10
tap,10
muy,10
vans,10
fivi,10
impossible,10
trash,10
jeep,10
khaled,10
revenge,10
seasons,10
cardigan,10
pissed,10
sneak,10
undercover,10
stomach,10
necklace,10
highs,10
regardless,10
certain,10
hopes,10
argue,10
safety,10
master,10
hug,10
mountain,10
swat,10
drives,10
lighter,10
population,10
leather,10
haan,10
trunk,10
belt,10
strapped,10
curse,10
forth,10
puddle,10
freezing,10
shaking,10
uhi,10
joy,10
outer,10
painted,10
recognize,10
chills,10
peons,10
colored,10
wheels,10
talked,10
pad,10
banging,10
hidden,10
surf,10
coat,10
its,9
reverse,9
guitar,9
kitty,9
ra,9
bound,9
thighs,9
weezy,9
jimmy,9
july,9
gusta,9
superman,9
useless,9
saves,9
stressing,9
explain,9
millionaire,9
ti,9
tunechi,9
tearing,9
tengo,9
american,9
collar,9
swimming,9
closet,9
keith,9
rebel,9
bluff,9
malone,9
wheezy,9
habitual,9
bombs,9
solve,9
bellyache,9
angry,9
diddy,9
loot,9
defense,9
marry,9
cocked,9
brazy,9
boring,9
thug,9
meyou,9
balenci,9
splashing,9
rodeo,9
rushing,9
wednesday,9
trenches,9
bleedingi,9
tuesday,9
practice,9
